genres,id,popularity,production_companies,runtime,vote_average,vote_count,title,collection
[35],10542,4.67538,[3052],107.0,5.7,23.0,Kondom des Grauens,
"[35, 18]",12497,1.331633,"[173, 7254, 18395]",108.0,7.2,24.0,Πολίτικη κουζίνα,
"[27, 9648, 53]",5237,11.774191,"[181, 927, 6282, 12745]",103.0,6.7,34.0,Dust Devil,
"[9648, 10769, 27, 53]",32242,2.28971,[],100.0,6.3,36.0,폰,
"[12, 18, 28, 35, 53]",37632,5.167183,[3383],89.0,4.3,62.0,The Order,
"[878, 28, 12, 53]",16320,11.919995,"[33, 17032]",119.0,7.4,1287.0,Serenity,
[99],19112,0.319883,[],78.0,7.3,9.0,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,
"[10402, 99]",37640,0.081978,[],120.0,7.6,10.0,Let's Get Lost,
"[35, 18]",193661,0.111352,[13442],98.0,5.5,2.0,The Talent Given Us,
[28],12259,3.618832,"[4470, 14516, 67523, 67524]",204.0,6.9,58.0,शोले,
"[35, 18, 9648, 10749]",308,6.589304,"[208, 10146, 22456]",105.0,6.8,359.0,Broken Flowers,
"[80, 28, 35, 18]",25074,7.170685,"[2521, 3054]",127.0,6.9,34.0,奇蹟,
"[18, 10749]",26935,1.330697,[],97.0,7.4,19.0,8월의 크리스마스,
"[18, 10749]",5319,1.531604,[1892],188.0,6.5,24.0,Hum Dil De Chuke Sanam,
"[18, 10749]",27449,3.363332,[6194],71.0,6.9,30.0,Baby Face,
[18],85783,1.049345,"[306, 3754]",89.0,7.2,13.0,The Star,
[18],39946,1.039215,[17339],90.0,7.3,22.0,The Browning Version,
"[18, 53]",54139,0.849681,[306],92.0,6.9,6.0,Fourteen Hours,
[18],26579,2.789574,"[856, 2217, 2989, 2990, 6346, 12924, 15231, 23630, 23631, 23632]",98.0,5.7,38.0,The Heart is Deceitful Above All Things,
[27],40254,1.219861,[],105.0,5.8,26.0,여고괴담,131780
"[28, 27, 878]",18882,6.11959,"[35, 2188, 19551]",97.0,4.0,38.0,Man-Thing,
"[27, 9648, 53]",42689,1.321551,[14093],96.0,5.6,10.0,Berserk,
"[28, 12, 35]",6519,9.039467,"[79, 975, 6194, 12202]",104.0,5.1,321.0,The Dukes of Hazzard,332357
"[35, 18]",13919,4.465962,"[2253, 2839, 2840]",108.0,6.7,62.0,The Chumscrubber,
"[18, 28, 53, 80, 10769]",25956,0.586761,[91181],86.0,5.8,7.0,Secuestro Express,
"[35, 18]",1444,4.473848,[],106.0,6.5,66.0,Junebug,
[35],11453,5.341117,"[441, 879, 2608]",83.0,4.6,232.0,Deuce Bigalow: European Gigolo,95664
"[18, 27, 9648, 53]",9913,10.947957,"[33, 69, 215, 12269, 12270, 12271]",104.0,6.4,588.0,The Skeleton Key,
"[28, 80]",8292,6.84109,"[4, 435]",109.0,6.7,617.0,Four Brothers,
"[28, 36, 10752]",13922,14.987902,"[2253, 12552]",132.0,6.8,91.0,The Great Raid,
"[18, 53, 10749]",24461,2.721316,"[2315, 14159]",99.0,6.5,26.0,Asylum,
"[35, 18]",14166,9.880711,"[8819, 8820]",105.0,5.9,44.0,Pretty Persuasion,
[99],501,8.535339,[274],103.0,7.3,213.0,Grizzly Man,
"[18, 36]",31542,2.660443,"[4990, 20091]",186.0,7.1,30.0,L'albero degli zoccoli,
"[35, 18, 10749, 10770]",28201,3.829855,[],94.0,6.6,32.0,The Girl in the Café,
"[18, 53]",18165,4.914501,[63714],96.0,7.0,25.0,The 24th Day,
"[28, 80, 18]",27292,3.156583,[3070],88.0,6.1,26.0,Prime Cut,
"[18, 10749]",57103,1.022321,[306],121.0,7.2,7.0,The Best of Everything,
"[35, 10751]",37204,1.03185,[],110.0,6.4,15.0,Summer Magic,
"[28, 35, 878]",41279,0.484868,"[5, 15263]",89.0,7.0,3.0,The Three Stooges Meet Hercules,
"[27, 28, 53]",32051,2.621146,"[306, 14148]",88.0,6.9,34.0,Race with the Devil,
[27],37284,1.46791,[399],102.0,5.4,22.0,아카시아,
[27],37254,2.088049,"[177, 3268, 23188]",91.0,5.8,26.0,Mermaid Chronicles Part 1: She Creature,
"[10752, 28, 12, 18, 36, 10749]",18976,9.563499,"[11462, 36821, 36829, 36830]",177.0,6.5,61.0,Attila,
"[80, 28, 18]",42741,2.143949,"[1798, 8930]",98.0,7.1,29.0,Un flic,
[878],17110,2.399033,[],92.0,5.8,33.0,One Point O,
[99],25975,1.210937,"[87986, 87987]",90.0,6.3,16.0,My Date with Drew,
[35],17824,4.966657,[559],82.0,5.5,54.0,Private Resort,
"[80, 18, 53]",11328,5.178284,[12413],100.0,7.2,86.0,Pusher II,203910
"[18, 36, 10749]",108348,0.34544,[6],88.0,4.5,3.0,A Woman Rebels,
"[12, 18, 10751]",15907,7.53788,"[1512, 5329, 5367, 6194]",100.0,7.0,42.0,Duma,
"[18, 10752]",68850,4.126816,"[441, 1723, 82035]",82.0,6.5,7.0,Bitter Victory,
"[80, 18, 10749]",46825,1.874371,"[186, 11594, 15671, 22848, 22849]",89.0,7.1,15.0,Lila dit ça,
"[35, 80, 9648, 53]",22965,0.456508,[4395],68.0,6.4,5.0,Doomed to Die,220448
"[16, 35, 18]",11848,5.040993,[3626],72.0,6.8,83.0,Animal Farm,
"[10752, 99]",34921,0.51934,"[5498, 5499, 5500]",96.0,7.4,5.0,Winter Soldier,
"[35, 10749]",37270,2.710482,[],87.0,5.4,24.0,The Third Wheel,
"[18, 10769]",27217,1.454165,[],109.0,6.5,4.0,Hafið,
"[10749, 14, 35, 10751]",25199,4.649104,"[60, 1969]",94.0,5.6,44.0,Teen Witch,
"[10749, 35, 18]",53857,1.72531,[8411],98.0,7.0,2.0,The Last of Mrs. Cheyney,
[18],306323,0.113661,[71702],85.0,5.5,3.0,Koti-Ikävä,
"[35, 9648, 10770, 27, 14]",52660,2.662262,"[1280, 6068, 7429]",96.0,6.4,16.0,Cast a Deadly Spell,
[35],85420,0.018017,[76194],105.0,4.5,4.0,Movie Movie,
[35],43313,0.678003,[8411],123.0,6.1,8.0,The Teahouse of the August Moon,
[18],12147,0.174769,[],103.0,4.5,3.0,Fickende Fische,
[18],31977,2.854219,"[3170, 34087, 34088]",122.0,7.7,40.0,Black,
"[35, 10749]",6957,11.519662,"[33, 10105]",116.0,6.2,2020.0,The 40 Year Old Virgin,
[53],1917,0.682994,[],126.0,6.0,10.0,Qui a tué Bambi ?,
"[12, 10749]",79684,0.075064,[14197],92.0,8.5,2.0,Contraband,
"[9648, 27, 53]",16764,4.710011,"[10397, 10398, 74797, 74798]",95.0,5.2,37.0,The Toolbox Murders,
"[27, 53]",11460,6.336927,"[27, 1600, 6363]",85.0,6.2,471.0,Red Eye,
"[18, 53, 27]",33459,1.057788,[3347],0.0,6.1,6.0,Lightning Bug,
"[28, 37]",14674,3.47428,[11982],100.0,6.1,27.0,Man of the West,
[18],14134,2.869463,"[2343, 3653]",175.0,7.1,60.0,Main Hoon Na,
"[35, 18, 10749]",19404,34.457024,[1569],190.0,9.1,661.0,Dilwale Dulhania Le Jayenge,
"[18, 14]",42034,1.412097,[],94.0,7.1,9.0,Dreamchild,
[18],35304,0.739267,[],92.0,5.5,8.0,Fröken Sverige,
"[9648, 10749, 18]",94529,0.697959,[306],98.0,5.4,4.0,My Cousin Rachel,
"[9648, 18, 53]",445,5.69586,"[223, 224, 225, 310, 315, 591, 850, 1704, 5358, 5870, 6916, 7025, 10273, 11388, 11389]",117.0,7.0,228.0,Caché,
[18],74840,0.632308,"[2465, 7007, 9335, 11955, 42542]",104.0,7.4,8.0,Nadie hablará de nosotras cuando hayamos muerto,
"[10751, 12, 35, 14]",9564,8.150265,"[371, 1869, 5358, 23493]",109.0,5.9,409.0,Astérix & Obélix contre César,2396
"[18, 10749, 10752]",102081,2.029832,[3066],134.0,6.4,8.0,The Key,
"[12, 16, 18, 14]",21290,2.580159,[],88.0,7.1,18.0,Strings,
"[35, 18, 878]",20874,5.736763,[5120],135.0,6.9,51.0,Кин-дза-дза!,
"[18, 10749]",37185,1.851502,[2521],118.0,7.0,19.0,Tian mi mi,
"[28, 12, 18, 10749]",17186,2.350811,[2636],80.0,5.4,29.0,Supercross,
"[16, 10751, 12]",14175,11.836827,"[614, 8992]",76.0,5.2,239.0,Valiant,
"[12, 14, 28, 35, 53]",4442,15.66148,"[308, 491, 507, 748, 1649, 7405, 8411, 76043]",118.0,5.6,847.0,The Brothers Grimm,
"[35, 10749, 37]",59882,0.513797,[5],87.0,4.8,6.0,The Desperadoes,
"[27, 10752]",22741,0.640341,"[4395, 14040]",64.0,6.0,2.0,Black Dragons,
"[18, 10769]",44413,0.669179,"[19385, 65361, 67703]",106.0,6.8,10.0,La niña santa,
"[18, 14]",65513,1.182462,[20366],102.0,5.7,23.0,Les Revenants,
"[35, 10749]",13169,2.896563,"[307, 26468]",91.0,6.4,11.0,The Baxter,
"[28, 12, 27, 53]",9042,8.077253,"[126, 995, 3287, 26032, 26033]",97.0,5.2,204.0,The Cave,
"[35, 10749]",17926,1.494688,"[126, 763, 995]",97.0,4.5,13.0,Undiscovered,
"[35, 18]",15022,2.850711,"[2374, 21024, 21025, 21026]",87.0,5.8,32.0,Dirty Deeds,
"[18, 9648, 53]",1985,11.556484,"[264, 1171, 2452, 7419, 10146, 33680, 36615]",129.0,6.9,428.0,The Constant Gardener,
"[28, 53, 80]",9335,11.359659,"[306, 972, 3823, 5358, 6586, 6896, 95342]",87.0,6.2,1076.0,Transporter 2,9518
[35],56214,0.074589,[],90.0,7.0,2.0,Margaret Cho: Assassin,
"[35, 14, 10749]",9007,8.351773,"[27, 135, 384]",95.0,6.5,595.0,Just Like Heaven,
"[18, 9648]",9777,7.983902,"[14, 1205, 11351]",100.0,6.2,182.0,Proof,
"[80, 18, 53]",1830,8.745216,"[831, 1204, 1205, 1206, 1208, 21938]",122.0,7.0,1356.0,Lord of War,
"[27, 53]",7182,4.871297,"[2179, 2180, 7405]",85.0,4.7,49.0,Venom,
"[27, 53]",10092,9.454335,[33],90.0,5.6,127.0,Cry_Wolf,
"[35, 18]",340,7.738924,"[11345, 11509, 12808, 54285]",106.0,7.4,251.0,Everything is Illuminated,
"[35, 18]",1546,5.884228,"[58, 12260]",96.0,6.2,68.0,Thumbsucker,
"[10751, 35, 18]",23703,2.390913,[],96.0,5.4,9.0,The Thing About My Folks,
[27],47488,1.300187,[],85.0,3.8,10.0,HellBent,
"[18, 10749]",15155,0.884526,[19194],96.0,6.8,7.0,G,
"[28, 18]",78734,2.599163,"[306, 13630]",95.0,5.0,5.0,In Old Chicago,
"[18, 10749]",51277,0.557452,[4],81.0,5.0,6.0,Now and Forever,
"[18, 35, 10749]",61675,2.280865,"[1854, 15499, 42263]",107.0,6.0,11.0,L.A. Without a Map,
"[18, 10769, 10749]",59704,0.852183,[],108.0,6.1,5.0,Where Angels Fear to Tread,
"[35, 16]",65215,6.365552,"[1556, 8789]",88.0,7.0,113.0,Family Guy Presents Stewie Griffin: The Untold Story,
"[878, 18]",36832,0.000578,[],80.0,6.7,7.0,Born in Flames,
"[28, 80, 18, 53]",17386,13.762328,"[1444, 4110, 8411]",90.0,5.8,22.0,Revenge of the Ninja,373538
"[18, 36, 10752]",16374,3.687491,"[1793, 3186, 7429]",140.0,7.2,16.0,Sometimes in April,
"[18, 28, 35]",14759,1.841633,[],88.0,6.8,19.0,Bookies,
[],121043,0.05684,[],105.0,5.0,1.0,Angel In My Pocket,
"[28, 80, 53]",10753,6.447628,"[3054, 3055]",101.0,6.9,93.0,警察故事續集,269098
"[80, 18]",27053,2.183613,[14550],93.0,7.4,25.0,Le jour se lève,
[35],30230,1.106024,[4],68.0,5.2,6.0,International House,
"[28, 53, 80, 18]",11636,14.177645,[14714],123.0,7.0,176.0,新警察故事,269098
"[10749, 18, 36]",44407,0.354044,[25630],81.0,6.4,7.0,The Edge of the World,
"[18, 10749]",43529,1.078091,[441],99.0,5.8,10.0,Golden Boy,
"[35, 37]",22575,4.217156,[8411],80.0,6.7,26.0,Go West,
"[99, 18, 36]",14286,6.908381,[],98.0,7.8,33.0,Why We Fight,
"[28, 35, 37]",61044,2.446983,"[1818, 4784, 10453]",118.0,6.7,16.0,"Vamos a matar, compañeros",
"[10749, 37]",1676,4.010324,[4],110.0,6.4,20.0,Will Penny,
"[14, 35, 99, 878, 10402]",27645,1.307196,[4699],98.0,5.5,5.0,200 Motels,
"[18, 10749]",34181,2.13253,[9079],119.0,7.3,33.0,Gertrud,
"[12, 28]",26259,3.116449,[5798],91.0,6.9,28.0,大醉俠,
"[10749, 18]",77744,3.487313,[6],108.0,5.3,8.0,Kitty Foyle,
"[12, 28, 27]",8814,11.953553,"[435, 1512, 2539, 11345, 19481, 19922, 19923]",105.0,5.0,619.0,Doom,
"[28, 80]",9923,6.394143,"[12, 342, 656, 1645, 56181]",127.0,6.0,450.0,Domino,
[35],7553,5.054419,"[1305, 2273]",94.0,6.2,241.0,Waiting...,93731
"[28, 878]",8202,12.201912,"[4, 126, 746, 6041, 11533, 11534]",93.0,5.4,717.0,Æon Flux,
"[35, 10769, 27]",3118,0.000195,[1325],100.0,0.0,0.0,Frankenstein 90,
"[28, 878, 53]",2125,2.059349,[],101.0,5.7,26.0,Wedlock,
[18],1947,7.761954,"[14, 497, 810, 7380, 7965, 20376, 20377]",108.0,6.7,165.0,An Unfinished Life,
"[28, 35, 80]",9074,11.127884,[12],83.0,5.4,137.0,The Man,
"[35, 18, 27, 9648]",16133,2.336334,[12387],120.0,7.6,55.0,Survive Style 5+,
[18],10319,2.828665,"[843, 4606]",82.0,6.6,44.0,Woyzeck,
[35],28001,1.837549,[4],68.0,6.2,18.0,It's a Gift,
[18],49220,0.58851,"[321, 6417]",105.0,5.4,7.0,Zozo,
"[80, 18]",17584,3.98148,[],128.0,6.8,9.0,Blue Hill Avenue,
"[10749, 18]",42168,0.706906,"[5, 1177]",124.0,7.5,2.0,Chapter Two,
"[80, 18]",29656,1.129269,[75045],102.0,6.8,8.0,16 Years of Alcohol,
"[80, 18, 27, 53]",8643,10.966015,"[126, 1838, 3287]",122.0,6.3,675.0,The Exorcism of Emily Rose,
"[53, 18, 9648]",9315,12.419851,"[23, 9195]",98.0,6.1,796.0,Flightplan,
"[10749, 14, 16, 10402]",3933,12.920032,"[6194, 8601, 11537, 57751]",77.0,7.2,1957.0,Corpse Bride,
"[80, 18]",8923,7.772618,[3263],109.0,7.1,652.0,Green Street Hooligans,152544
"[18, 53, 80]",59,11.119707,"[12, 429, 6363]",96.0,6.9,850.0,A History of Violence,
"[80, 18, 10751]",257,12.369935,"[355, 2979, 6732]",130.0,6.7,283.0,Oliver Twist,
"[18, 10751]",15487,6.969342,[2],120.0,6.9,112.0,The Greatest Game Ever Played,
"[80, 18]",398,6.01272,"[58, 213, 214, 11715, 12200, 54280, 54281]",114.0,6.9,394.0,Capote,
"[18, 36, 10402, 10749]",18651,1.583306,[6],93.0,6.8,10.0,The Story of Vernon and Irene Castle,
"[28, 80, 18, 53]",30941,4.16741,"[441, 15176]",99.0,6.4,40.0,The Anderson Tapes,
"[80, 28, 53]",10254,0.682037,"[4206, 4207]",96.0,5.3,13.0,Born to Fight,
"[28, 12, 16, 14]",647,15.260291,[10038],101.0,6.7,290.0,Final Fantasy VII: Advent Children,140760
[35],349,2.542936,[208],93.0,5.1,7.0,Crustacés et coquillages,
"[35, 18, 10751]",14544,2.431197,[43],112.0,6.0,28.0,Roll Bounce,
"[35, 18, 10402]",20668,1.571192,[],100.0,5.4,8.0,Daltry Calhoun,
"[28, 53, 12, 80]",11968,10.022102,"[441, 551, 8411]",110.0,5.8,466.0,Into the Blue,174386
[18],27176,2.270224,[],99.0,5.8,16.0,"The Prize Winner of Defiance, Ohio",
[14],14517,5.354783,"[769, 6254]",101.0,6.6,107.0,Mirrormask,
[18],88286,0.391217,[],110.0,7.4,4.0,Kwik Stop,
"[18, 9648]",33623,4.306859,"[3307, 12030, 28064]",122.0,6.4,23.0,L'Ecole,
[18],31227,0.785054,"[6505, 13413, 89506]",126.0,5.2,10.0,4,
[18],120515,1.015492,[],83.0,5.1,7.0,Book of Love,
"[28, 18, 80]",36909,0.854563,[],96.0,5.9,15.0,American Yakuza,
"[36, 18]",56518,1.088237,"[9387, 12778]",75.0,6.2,13.0,"Francesco, giullare di Dio",
"[27, 53]",17209,2.88883,"[126, 3244, 20451, 53458, 53459]",91.0,5.6,40.0,Madhouse,
[18],10087,0.848599,"[2055, 2756, 15671]",122.0,7.1,8.0,Man to Man,
"[14, 35]",11627,1.766023,[12372],134.0,6.8,16.0,Münchhausen,
[18],34870,1.485953,[119],76.0,6.6,14.0,Medea,
"[12, 16, 35, 10751]",533,11.766244,"[297, 521]",85.0,6.8,660.0,The Curse of the Were-Rabbit,529
"[28, 18]",10703,4.360738,"[2965, 3618, 4054, 4617, 5637]",153.0,6.0,46.0,七劍,
"[28, 35, 80, 9648]",5236,11.76054,"[1885, 6194]",103.0,7.2,900.0,Kiss Kiss Bang Bang,
[27],32237,2.768803,[],97.0,5.9,30.0,여고괴담 3: 여우계단,131780
"[28, 18, 80]",11344,10.237072,[3616],120.0,7.5,170.0,달콤한 인생,
[27],9060,3.382258,[5346],91.0,6.4,58.0,餃子,
"[18, 10749]",31056,3.500562,[38],86.0,7.9,65.0,Krótki film o milosci,
"[18, 10749]",43807,0.976563,[6194],141.0,5.9,12.0,"All This, and Heaven Too",
"[18, 80, 9648]",14788,3.185256,"[1030, 8850]",73.0,6.4,36.0,Bubble,
"[28, 12, 18, 14]",5471,5.606454,"[806, 1071, 1205, 1727, 11065, 25469, 25470]",103.0,6.1,62.0,Beowulf & Grendel,
"[99, 10402]",19082,2.8026,[],208.0,7.5,33.0,No Direction Home: Bob Dylan,
"[14, 12, 18]",46315,2.682013,[1931],73.0,6.9,53.0,Valerie a týden divů,
[18],45799,1.263396,[],118.0,6.4,24.0,Stanno tutti bene,
"[35, 10752]",36498,1.405996,[4],101.0,7.1,17.0,Hail the Conquering Hero,
[18],9763,9.783762,"[9195, 17491, 17492]",118.0,6.6,244.0,Goal!: The Dream Begins,110177
"[18, 10749]",30082,0.632369,"[45004, 54034, 54035, 54036]",108.0,6.0,2.0,Forty Shades of Blue,
"[99, 10402]",56475,0.347049,[80156],99.0,7.5,2.0,Touch the Sound,
"[18, 14]",24019,6.386873,"[251, 5561, 7429]",352.0,6.8,52.0,Angels in America,
[18],15058,6.66323,[4343],89.0,6.7,144.0,Speak,
"[10749, 878, 27, 28, 80]",10017,7.657918,"[10165, 10166, 59346]",93.0,5.9,109.0,The Wraith,
"[35, 18, 10749]",10475,3.021445,"[860, 4227, 5358, 10791]",94.0,6.4,46.0,Factotum,
"[9648, 35, 18]",1559,3.532272,"[1627, 1628]",99.0,5.8,36.0,Sweet Movie,
"[10770, 28, 18, 53]",20674,6.6716,[],101.0,6.3,17.0,By Dawn's Early Light,
"[18, 10402]",3527,3.348019,"[58, 742, 1166, 8366, 11237, 11561, 14675, 14676, 14677, 36229]",123.0,6.4,23.0,Don't Come Knocking,
"[80, 18, 53]",27974,2.25051,[6194],82.0,6.8,12.0,Bullets or Ballots,
"[35, 18, 10749]",11931,8.63229,"[711, 812, 1645]",130.0,6.0,446.0,In Her Shoes,
[18],32990,3.075638,"[5240, 12477, 66910]",111.0,6.8,18.0,Äideistä parhain,
[35],17010,2.070162,"[2669, 3761]",90.0,5.3,15.0,Hip Hip Hora!,
"[28, 18, 36]",27759,2.972529,"[4928, 10253]",154.0,6.5,38.0,55 Days at Peking,
"[35, 27]",21838,2.436203,[16839],88.0,5.8,36.0,Dead & Breakfast,
"[53, 18, 80]",12612,2.352193,[],99.0,6.9,18.0,Freeze Frame,
"[18, 53]",26513,2.304455,"[40806, 40807]",88.0,7.6,38.0,Punishment Park,
"[35, 10749]",43110,0.352351,[8411],96.0,5.0,2.0,The Mating Game,
"[35, 18]",10707,10.952762,"[769, 9118, 63520]",81.0,6.9,229.0,The Squid and the Whale,
"[35, 80, 18, 53]",9910,9.003792,"[33, 10210]",122.0,5.9,156.0,Two for the Money,
"[10749, 18, 53]",38583,1.14753,"[284, 2452, 3573]",85.0,6.1,7.0,Separate Lies,
"[10749, 18]",77468,0.304105,"[7446, 7937, 12477, 17560]",83.0,5.7,3.0,Fjorton suger,
"[878, 28, 35]",15493,7.759197,[5760],103.0,6.6,27.0,Star Wreck: In the Pirkinning,206921
"[18, 9648, 10749]",53864,0.715067,[8411],79.0,5.1,6.0,Evelyn Prentice,
"[18, 10749]",142,11.787044,"[1246, 3997, 10146, 10565]",134.0,7.5,1531.0,Brokeback Mountain,
[99],56778,0.152845,[],98.0,6.0,3.0,Blue Vinyl,
"[35, 18, 10749]",9621,11.82081,"[4, 44, 485, 20157]",123.0,6.1,335.0,Elizabethtown,
[18],9701,8.781298,"[6194, 6735, 8073]",126.0,6.9,127.0,North Country,
"[10751, 18, 10749]",45899,0.465891,[79260],102.0,6.7,5.0,لیلا,
"[18, 36]",3291,7.523098,"[846, 2030, 11509, 14175, 14315, 20451, 51850]",93.0,6.8,274.0,"Good Night, and Good Luck.",
"[35, 10402, 10751]",34662,0.611118,"[4, 6033]",114.0,10.0,1.0,Li'l Abner,
"[18, 10751]",12920,7.811933,"[27, 13816]",106.0,6.4,72.0,Dreamer: Inspired By a True Story,
"[12, 18, 36, 10752]",56798,0.915968,"[694, 850, 2683, 8179, 15567, 28699, 29223]",105.0,5.9,8.0,Il mestiere delle armi,
"[80, 18]",20853,2.475492,[4],103.0,6.5,23.0,Detective Story,
"[28, 12, 80, 18, 53, 37]",16608,9.387212,"[2326, 2452, 3205, 3207, 4024, 20455, 20456]",104.0,7.1,221.0,The Proposition,
"[18, 10402]",25517,1.109339,[],105.0,5.4,8.0,The Gospel,
"[18, 10749]",16430,1.063378,[],93.0,7.8,4.0,Dandelion,
"[10752, 35, 18]",24408,2.106051,[68807],89.0,5.9,22.0,C.S.A.: The Confederate States of America,
"[27, 53]",791,9.929809,"[497, 498]",100.0,3.8,191.0,The Fog,
[18],19965,1.92853,[],95.0,6.4,7.0,Loggerheads,
"[28, 12, 18, 14, 878, 53]",38828,0.756699,[],95.0,4.4,20.0,Left Behind III: World at War,109082
[99],33241,0.479049,[11489],95.0,6.5,4.0,Protocols Of Zion,
"[18, 10749]",53935,0.221851,[],87.0,7.0,1.0,Living 'til the End,
"[35, 18, 10749]",2610,4.349046,"[1171, 1172, 1173, 9195]",104.0,5.7,80.0,Shopgirl,
"[35, 18]",21246,2.524746,[3940],91.0,5.8,9.0,Kids in America,
"[18, 9648, 53]",9729,3.750466,[805],107.0,5.9,67.0,Where the Truth Lies,
[35],15276,6.986182,"[11061, 11062, 12475, 51997, 51998]",90.0,5.2,50.0,Barely Legal,
[99],191599,0.262384,[54949],80.0,0.0,0.0,Emmanuel's Gift,
"[9648, 53, 18]",8066,6.572049,"[508, 1171, 10104]",99.0,6.5,346.0,Stay,
"[28, 18, 53]",18428,1.315509,[],90.0,5.0,1.0,Confess,
"[28, 12]",1656,8.940007,"[56, 441]",129.0,5.9,909.0,The Legend of Zorro,1657
"[10749, 18]",182097,0.024891,[76305],86.0,0.0,0.0,Tahara,
"[99, 10402]",41566,0.329019,[],75.0,6.8,8.0,New York Doll,
"[35, 18]",6963,8.345866,"[4, 1423, 11930]",101.0,6.0,292.0,The Weather Man,
[27],215,15.399863,"[35, 1053, 2061, 23019, 64651]",92.0,6.3,1288.0,Saw II,656
"[35, 18, 10749]",2313,6.916209,"[33, 598, 1046, 1047]",102.0,5.7,268.0,Prime,
"[18, 35, 10749]",45967,1.111592,[882],108.0,7.1,13.0,素晴らしき日曜日,
"[35, 18, 10749]",37124,0.95743,[306],93.0,6.6,16.0,Will Success Spoil Rock Hunter?,
"[18, 10749]",16729,2.855055,[],125.0,7.0,51.0,Non ti muovere,
[99],178469,0.300164,[],106.0,6.0,2.0,Melancholian 3 Huonetta,
[16],31718,1.219274,[4],76.0,6.6,17.0,"Race for Your Life, Charlie Brown",
[18],226594,0.192726,"[118, 3221]",168.0,6.0,5.0,Jerusalem,
"[35, 37]",10915,3.678782,"[218, 1869, 3602]",117.0,6.6,27.0,"Un genio, due compari, un pollo",409026
"[9648, 18]",5335,2.136487,"[8930, 45347]",98.0,6.8,51.0,Teorema,
"[18, 80]",9993,4.066487,"[6237, 8724, 94304]",114.0,5.9,25.0,Little Fish,
[35],8274,8.67163,[134],94.0,5.3,553.0,American Pie Presents: Band Camp,298820
[18],25918,4.436786,"[893, 37668]",99.0,6.1,21.0,Champion,
[27],29111,2.286054,[9384],87.0,5.4,15.0,Requiem pour un vampire,
"[10749, 18, 35]",20128,2.287296,"[635, 694, 3722, 3723]",155.0,7.3,42.0,Život je čudo,
"[28, 12]",26845,4.179063,[8411],100.0,6.5,42.0,Tarzan the Ape Man,65249
"[18, 12, 28]",18994,12.73076,[8411],100.0,6.1,38.0,Tarzan and His Mate,65249
[53],12617,7.069045,"[1823, 10330]",110.0,6.9,24.0,Midnight Lace,
[28],10799,9.255441,"[9, 3823, 5358, 19940]",128.0,5.5,57.0,L'Empire des loups,
"[35, 14, 28]",42000,0.950391,[6768],124.0,5.8,16.0,妖怪大戦争,
"[35, 18]",36102,1.348045,"[641, 8894]",91.0,7.0,20.0,Il bidone,
"[18, 10749]",3554,1.08732,[],109.0,6.3,6.0,Mahogany,
"[80, 18]",14897,1.393743,[11672],125.0,5.3,8.0,Nordkraft,
[18],1951,4.568999,"[76, 119, 201, 321, 814, 986, 1711, 3221, 5358, 5975, 6916, 7025, 11499, 12023, 12927, 17513, 23207, 25491, 30268, 53874, 55428]",139.0,6.9,81.0,Manderlay,1952
"[35, 10749, 10402]",68013,0.282366,[306],81.0,5.0,1.0,Week-End in Havana,
"[18, 10749]",16022,2.171333,[],115.0,6.2,13.0,Nine Lives,
"[80, 18]",23196,2.99945,"[4197, 4198, 4199]",99.0,6.6,20.0,South Central,
"[28, 12, 878]",25763,2.217704,[306],91.0,5.0,27.0,Damnation Alley,
"[28, 18, 10752, 10749]",35580,1.853113,[],102.0,5.9,16.0,The Bridges at Toko-Ri,
"[35, 18, 10749]",259,3.762139,[53],89.0,6.9,19.0,L'amour en fuite,185682
"[18, 35, 10769]",34207,1.563754,"[5433, 5434, 5435]",90.0,7.2,17.0,Temporada de patos,
[35],32117,0.575039,"[208, 5358, 9364, 46391]",78.0,7.0,22.0,Aprile,
"[18, 16, 12, 14]",19354,1.902271,[52458],65.0,7.8,36.0,Die Abenteuer des Prinzen Achmed,
"[35, 27, 9648]",28170,2.415738,[17071],81.0,6.0,17.0,The Gore Gore Girls,
"[18, 53, 80, 9648]",10851,5.654983,"[769, 2268, 2899, 2900, 5358, 6896]",115.0,6.3,415.0,Revolver,
[27],16231,0.869181,"[2997, 3656, 74487]",98.0,5.5,16.0,Wild Zero,
[18],81220,0.118774,[3135],87.0,5.0,2.0,Everything Put Together,
"[18, 10752]",25,9.997032,"[33, 1522, 14440, 19934]",125.0,6.6,776.0,Jarhead,285564
[35],105299,1.435388,"[14185, 64572, 64574]",85.0,5.8,5.0,Siblings,
"[35, 18]",15083,0.245122,[],90.0,6.3,5.0,Ushpizin,
"[16, 10751, 35]",9982,18.584609,"[2, 10217]",81.0,5.6,974.0,Chicken Little,
"[35, 10402, 10749]",13994,2.36594,[60],105.0,6.0,33.0,Romance & Cigarettes,
"[18, 10751]",73473,0.215468,[],90.0,5.9,4.0,Al Otro Lado,
"[18, 53, 80]",12877,12.655746,"[1917, 3519, 9349, 12180]",90.0,7.2,155.0,Dead Man's Shoes,
"[10749, 18, 36, 10752, 10402]",11661,7.846226,"[191, 3244, 3823, 4176, 10441, 11773, 17873]",116.0,7.2,216.0,Joyeux Noël,
